Testing
Get agent
model parameters: 
4056849
Setup GPU mode
Testing loop
         28797622 function calls (26579340 primitive calls) in 100.828 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 instancenorm.py:207(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 dropout.py:57(Dropout2d)
        1    0.000    0.000    0.000    0.000 dropout.py:99(Dropout3d)
        1    0.000    0.000    0.000    0.000 padding.py:23(ConstantPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:72(ConstantPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:121(ConstantPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:159(_ReflectionPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:169(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:208(ReflectionPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:258(_ReplicationPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:268(ReplicationPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:307(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 rnn.py:279(RNN)
        1    0.000    0.000    0.000    0.000 rnn.py:869(LSTMCell)
        1    0.000    0.000    0.000    0.000 function.py:73(BackwardCFunction)
        1    0.000    0.000    0.000    0.000 function.py:250(_nested_map)
        4    0.000    0.000    0.000    0.000 function.py:280(_iter_filter)
        1    0.000    0.000    0.000    0.000 grad_mode.py:53(enable_grad)
        1    0.000    0.000    0.000    0.000 grad_mode.py:100(set_grad_enabled)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:79(set_detect_anomaly)
        1    0.000    0.000    0.000    0.000 profiler.py:313(record_function)
        1    0.000    0.000    0.000    0.000 profiler.py:518(Interval)
        1    0.000    0.000    0.000    0.000 profiler.py:637(StringTable)
        1    0.000    0.000    0.000    0.000 profiler.py:704(EnforceUnique)
        1    0.000    0.000    0.000    0.000 loss.py:663(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:785(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:919(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1012(MarginRankingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1058(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 pooling.py:30(MaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:79(MaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:144(MaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:213(_MaxUnpoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:287(MaxUnpool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:361(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:557(AvgPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:638(FractionalMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:754(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:809(LPPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:863(_AdaptiveMaxPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:878(AdaptiveMaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:901(AdaptiveMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:935(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:1002(AdaptiveAvgPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1034(AdaptiveAvgPool3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:77(_BatchNorm)
        1    0.000    0.000    0.000    0.000 batchnorm.py:110(BatchNorm1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:254(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 variable.py:10(Variable)
        1    0.000    0.000    0.000    0.000 conv.py:483(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 conv.py:523(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 activation.py:59(ReLU)
        1    0.000    0.000    0.000    0.000 activation.py:156(Hardtanh)
        1    0.000    0.000    0.000    0.000 activation.py:274(Tanh)
        1    0.000    0.000    0.000    0.000 activation.py:298(ELU)
        1    0.000    0.000    0.000    0.000 activation.py:336(CELU)
        1    0.000    0.000    0.000    0.000 activation.py:454(GELU)
        1    0.000    0.000    0.000    0.000 activation.py:566(LogSigmoid)
        1    0.000    0.000    0.000    0.000 activation.py:590(Softplus)
        1    0.000    0.000    0.000    0.000 activation.py:885(Softsign)
        1    0.000    0.000    0.000    0.000 activation.py:909(Tanhshrink)
        1    0.000    0.000    0.000    0.000 activation.py:1024(Softmax2d)
        1    0.000    0.000    0.000    0.000 loss.py:91(NLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:207(NLLLoss2d)
        1    0.000    0.000    0.000    0.000 loss.py:216(PoissonNLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:368(MSELoss)
        1    0.000    0.000    0.000    0.000 loss.py:434(BCELoss)
        1    0.000    0.000    0.000    0.000 loss.py:604(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:211(FunctionModifiers)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:655(FinalCls)
        1    0.000    0.000    0.000    0.000 __init__.py:494(DoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:498(FloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:502(LongStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:510(ShortStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:514(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:518(ByteStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:522(HalfStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:526(BoolStorage)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:6(__PrinterOptions)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:71(_Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:154(DeferredCudaCallError)
        1    0.000    0.000    0.000    0.000 __init__.py:223(cudaStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:228(CudaError)
        1    0.000    0.000    0.000    0.000 serialization.py:33(SourceChangeWarning)
        1    0.000    0.000    0.000    0.000 serialization.py:199(_open_buffer_reader)
        1    0.000    0.000    0.000    0.000 serialization.py:222(_open_zipfile_reader)
        1    0.000    0.000    0.000    0.000 serialization.py:227(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:300(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:303(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:2355(_check)
        1    0.000    0.000    0.000    0.000 _utils.py:366(KeyErrorMessage)
        1    0.000    0.000    0.000    0.000 socketserver.py:631(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:678(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:679(ForkingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:682(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:689(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:692(ThreadingUnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:694(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:787(_SocketWriter)
        1    0.000    0.000    0.000    0.000 socketserver.py:806(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:196(FloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:200(HalfStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:204(LongStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:208(IntStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:216(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:220(ByteStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:228(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:232(QUInt8Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:235(QInt8Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:238(QInt32Storage)
        1    0.000    0.000    0.000    0.000 generate.py:87(CClass)
        1    0.000    0.000    0.000    0.000 generate.py:120(RClass)
        1    0.000    0.000    0.000    0.000 mock.py:315(_CallList)
        1    0.000    0.000    0.000    0.000 mock.py:370(Base)
        1    0.000    0.000    0.000    0.000 mock.py:1097(Mock)
        1    0.000    0.000    0.000    0.000 mock.py:1899(MagicMixin)
        1    0.000    0.000    0.000    0.000 mock.py:1942(MagicMock)
        1    0.000    0.000    0.000    0.000 mock.py:2353(_SpecState)
        1    0.000    0.000    0.000    0.000 _bundle.py:15(_ParameterizedTestCaseBundle)
        1    0.000    0.000    0.000    0.000 helper.py:1369(NumpyAliasValuesTestBase)
        1    0.000    0.000    0.000    0.000 {built-in method cupy.cuda.pinned_memory.set_pinned_memory_allocator}
        1    0.000    0.000    0.000    0.000 __init__.py:6(LockNotAcquired)
        1    0.000    0.000    0.000    0.000 line_profile.py:117(StackFrame)
        1    0.000    0.000    0.000    0.000 {cupy._util.is_shutting_down}
        1    0.000    0.000    0.000    0.000 _environment.py:62(_log)
        1    0.000    0.000    0.000    0.000 __init__.py:27(_UnavailableModule)
        1    0.000    0.000    0.000    0.000 compiler.py:29(HIPCCException)
        1    0.000    0.000    0.000    0.000 util.py:7(FeatureDetector)
        1    0.000    0.000    0.000    0.000 util.py:24(DescriptorExtractor)
        1    0.000    0.000    0.000    0.000 _geometric.py:1077(SimilarityTransform)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 dataclasses.py:167(_MISSING_TYPE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:202(_InitVarMeta)
        1    0.000    0.000    0.000    0.000 dataclasses.py:206(InitVar)
        1    0.000    0.000    0.000    0.000 dataclasses.py:278(_DataclassParams)
        1    0.000    0.000    0.000    0.000 context.py:53(GlobalMethod)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:589(instance)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:605(_empty_cell_value)
        1    0.000    0.000    0.000    0.000 pool.py:53(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:674(MapResult)
        1    0.000    0.000    0.000    0.000 pool.py:779(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 process.py:339(_MainProcess)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 callbacks.py:116(add_callbacks)
       10    0.000    0.000    0.000    0.000 functoolz.py:275(keywords)
        1    0.000    0.000    0.000    0.000 utils.py:178(IndexCallable)
        3    0.000    0.000    0.000    0.000 utils.py:476(wrapper)
        1    0.000    0.000    0.000    0.000 serializer.py:8(SerializerError)
        1    0.000    0.000    0.000    0.000 cyaml.py:16(CBaseLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:23(CSafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:68(CSafeDumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:85(CDumper)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 scanner.py:698(check_document_end)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 composer.py:8(ComposerError)
        1    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 constructor.py:16(ConstructorError)
        1    0.000    0.000    0.000    0.000 constructor.py:747(Constructor)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
        1    0.000    0.000    0.000    0.000 resolver.py:167(Resolver)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 dumper.py:45(Dumper)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 error.py:45(YAMLError)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 tokens.py:25(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:39(StreamEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:45(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:48(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:63(KeyToken)
